Sentence_id,Text,Verdict,Cleaned
7056,"I think, joining with our allies and friends in a league of democracies, that we can effectively abridge their behavior, and hopefully they would abandon this quest that they are on for nuclear weapons.",-1,think join alli friend leagu democraci effect abridg behavior hope would abandon quest nuclear weapon
7057,"Well, Terry, first of all, we honor your service, and we're grateful for it.",-1,well terri first honor servic grate
7058,We cannot allow Iran to get a nuclear weapon.,-1,allow iran get nuclear weapon
7059,"Not only would it threaten Israel, our strongest ally in the region and one of our strongest allies in the world, but it would also create a possibility of nuclear weapons falling into the hands of terrorists.",-1,would threaten israel strongest alli region one strongest alli world would also creat possibl nuclear weapon fall hand terrorist
7060,And we will never take military options off the table.,-1,never take militari option tabl
7061,And it is important that we don't provide veto power to the United Nations or anyone else in acting in our interests.,-1,import provid veto power unit nation anyon els act interest
7062,"It is important, though, for us to use all the tools at our disposal to prevent the scenario where we've got to make those kinds of choices.",-1,import though us use tool dispos prevent scenario got make kind choic
7063,"And that's why I have consistently said that, if we can work more effectively with other countries diplomatically to tighten sanctions on Iran, if we can reduce our energy consumption through alternative energy, so that Iran has less money, if we can impose the kinds of sanctions that, say, for example, Iran right now imports gasoline, even though it's an oil-producer, because its oil infrastructure has broken down, if we can prevent them from importing the gasoline that they need and the refined petroleum products, that starts changing their cost-benefit analysis.",0,consist said work effect countri diplomat tighten sanction iran reduc energi consumpt altern energi iran less money impos kind sanction say exampl iran right import gasolin even though oil produc oil infrastructur broken prevent import gasolin need refin petroleum product start chang cost benefit analysi
7064,That starts putting the squeeze on them.,-1,start put squeez
7065,"Now, it is true, though, that I believe that we should have direct talks -- not just with our friends, but also with our enemies -- to deliver a tough, direct message to Iran that, if you don't change your behavior, then there will be dire consequences.",-1,true though believ direct talk friend also enemi deliv tough direct messag iran chang behavior dire consequ
7066,"If you do change your behavior, then it is possible for you to re-join the community of nations.",-1,chang behavior possibl join commun nation
7067,"Now, it may not work.",-1,may work
7068,"But one of the things we've learned is, is that when we take that approach, whether it's in North Korea or in Iran, then we have a better chance at better outcomes.",-1,one thing learn take approach whether north korea iran better chanc better outcom
7069,"When President Bush decided we're not going to talk to Iran, we're not going to talk to North Korea, you know what happened?",-1,presid bush decid go talk iran go talk north korea know happen
7070,North Korea quadrupled its nuclear capability.,1,north korea quadrupl nuclear capabl
7071,"We've got to try to have talks, understanding that we're not taking military options off the table.",-1,got tri talk understand take militari option tabl
7072,"My wife, Michelle, is there and she could give you a much longer list than I do.",0,wife michel could give much longer list
