Sentence_id,Text,Verdict
6895,"So one of the difficulties with Iraq is that it has put an enormous strain, first of all, on our troops, obviously, and they have performed heroically and honorably and we owe them an extraordinary debt of gratitude.",-1
6896,But it's also put an enormous strain on our budget.,1
6897,"We're spending $10 billion a month in Iraq at a time when the Iraqis have a $79 billion surplus, $79 billion.",1
6898,"And we need that $10 billion a month here in the United States to put people back to work, to do all these wonderful things that Senator McCain suggested we should be doing, but has not yet explained how he would pay for.",1
6899,"Now, Senator McCain and I do agree, this is the greatest nation on earth.",-1
6900,We are a force of good in the world.,-1
6901,But there has never been a nation in the history of the world that saw its economy decline and maintained its military superiority.,1
6902,"And the strains that have been placed on our alliances around the world and the respect that's been diminished over the last eight years has constrained us being able to act on something like the genocide in Darfur, because we don't have the resources or the allies to do everything that we should be doing.",1
6903,"That's going to change when I'm president, but we can't change it unless we fundamentally change Senator McCain's and George Bush's foreign policy.",-1
6904,It has not worked for America.,-1
6905,"If we could've stopped Rwanda, surely, if we had the ability, that would be something that we would have to strongly consider and act.",-1
6906,"So when genocide is happening, when ethnic cleansing is happening somewhere around the world and we stand idly by, that diminishes us.",-1
6907,But understand that there's a lot of cruelty around the world.,-1
6908,We're not going to be able to be everywhere all the time.,-1
6909,That's why it's so important for us to be able to work in concert with our allies.,-1
6910,Let's take the example of Darfur just for a moment.,-1
6911,"We could be providing logistical support, setting up a no-fly zone at relatively little cost to us, but we can only do it if we can help mobilize the international community and lead.",-1
6912,"If we had done what Senator Obama wanted done in Iraq, and that was set a date for withdrawal, which General Petraeus, our chief -- chairman of our Joint Chiefs of Staff said would be a very dangerous course to take for America, then we would have had a wider war, we would have been back, Iranian influence would have increased, al Qaeda would have re- established a base.",-1
6913,"There was a lot at stake there, my friends.",-1
6914,And I can tell you right now that Senator Obama would have brought our troops home in defeat.,-1
6915,I'll bring them home with victory and with honor and that is a fundamental difference.,-1
6916,"The United States of America, Tom, is the greatest force for good, as I said.",-1
6917,That requires a cool hand at the tiller.,-1
6918,This requires a person who understands what our -- the limits of our capability are.,-1
6919,"We went in to Somalia as a peacemaking organization, we ended up trying to be -- excuse me, as a peacekeeping organization, we ended up trying to be peacemakers and we ended up having to withdraw in humiliation.",0
6920,"In Lebanon, I stood up to President Reagan, my hero, and said, if we send Marines in there, how can we possibly beneficially affect this situation?",0
6921,"Unfortunately, almost 300 brave young Marines were killed.",1
6922,"So you have to temper your decisions with the ability to beneficially affect the situation and realize you're sending America's most precious asset, American blood, into harm's way.",-1
